OBJECTID,EDGELEVEL,TOLL,LTN,MED,RST,UUID,OBJVAL,left,top,right,bottom,length,hex_id
"61862",1,Keine Gebühr,"2",Without median,Paved,{B348DC03-D422-499D-997C-17FFDA29CFCC},NebenStr6,2612729.734356312546879,1178937.262499999953434,2613307.084625502116978,1178437.262499999953434,"336","130183"
"61862",1,Keine Gebühr,"2",Without median,Paved,{B348DC03-D422-499D-997C-17FFDA29CFCC},NebenStr6,2613162.747058204840869,1179187.262499999953434,2613740.097327394410968,1178687.262499999953434,"364","130624"
"61863",1,Keine Gebühr,"2",Without median,Paved,{84DCFF00-BAA1-400B-A4C5-475A7EA0586E},NebenStr6,2613162.747058204840869,1179187.262499999953434,2613740.097327394410968,1178687.262499999953434,"36","130624"
"61863",1,Keine Gebühr,"2",Without median,Paved,{84DCFF00-BAA1-400B-A4C5-475A7EA0586E},NebenStr6,2613595.759760096669197,1178937.262499999953434,2614173.110029286704957,1178437.262499999953434,"71","131067"
"61864",1,Keine Gebühr,"2",Without median,Paved,{F5809DAC-1C4E-4E00-A2E4-ADCEF10EACCF},NebenStr6,2614028.772461988963187,1178687.262499999953434,2614606.122731178533286,1178187.262499999953434,"199","131509"
"61864",1,Keine Gebühr,"2",Without median,Paved,{F5809DAC-1C4E-4E00-A2E4-ADCEF10EACCF},NebenStr6,2614028.772461988963187,1178187.262499999953434,2614606.122731178533286,1177687.262499999953434,"7","131510"
"61865",1,Keine Gebühr,"2",Without median,Paved,{7B16D264-9104-49B0-8FE4-3C1AED499875},NebenStr6,2613595.759760096669197,1178937.262499999953434,2614173.110029286704957,1178437.262499999953434,"240","131067"
"61866",1,Keine Gebühr,"2",Without median,Paved,{172A3927-C172-4A07-AE9E-1134BB6E48F1},NebenStr6,2613595.759760096669197,1178937.262499999953434,2614173.110029286704957,1178437.262499999953434,"221","131067"
"61866",1,Keine Gebühr,"2",Without median,Paved,{172A3927-C172-4A07-AE9E-1134BB6E48F1},NebenStr6,2614028.772461988963187,1179187.262499999953434,2614606.122731178533286,1178687.262499999953434,"55","131508"
"61866",1,Keine Gebühr,"2",Without median,Paved,{172A3927-C172-4A07-AE9E-1134BB6E48F1},NebenStr6,2614028.772461988963187,1178687.262499999953434,2614606.122731178533286,1178187.262499999953434,"1","131509"
"61867",1,Keine Gebühr,"2",Without median,Paved,{C08BD9EF-24D9-4F69-B35F-0605788F4966},NebenStr3,2614028.772461988963187,1179187.262499999953434,2614606.122731178533286,1178687.262499999953434,"251","131508"
"61867",1,Keine Gebühr,"2",Without median,Paved,{C08BD9EF-24D9-4F69-B35F-0605788F4966},NebenStr3,2614028.772461988963187,1178687.262499999953434,2614606.122731178533286,1178187.262499999953434,"0","131509"
"61868",1,Keine Gebühr,"2",Without median,Paved,{D18E6A15-BB09-4B7A-94C3-00437A8CB6CD},NebenStr3,2614028.772461988963187,1179687.262499999953434,2614606.122731178533286,1179187.262499999953434,"82","131507"
"61868",1,Keine Gebühr,"2",Without median,Paved,{D18E6A15-BB09-4B7A-94C3-00437A8CB6CD},NebenStr3,2614028.772461988963187,1179187.262499999953434,2614606.122731178533286,1178687.262499999953434,"438","131508"
"61869",1,Keine Gebühr,"2",Without median,Paved,{3163AB22-8B53-404F-9339-1B91AD643908},VerbindStr6,2614028.772461988963187,1179687.262499999953434,2614606.122731178533286,1179187.262499999953434,"421","131507"
"61870",1,Keine Gebühr,"2",Without median,Paved,{9EBCA847-1FEC-474E-9868-C9E9D61C929F},VerbindStr6,2614461.785163881257176,1179437.262499999953434,2615039.135433070827276,1178937.262499999953434,"226","131950"
"61875",1,Keine Gebühr,"2",Without median,Paved,{C2C77933-D71C-4423-AB8D-05D0E95D76C1},VerbindStr6,2614461.785163881257176,1178937.262499999953434,2615039.135433070827276,1178437.262499999953434,"151","131951"
"61875",1,Keine Gebühr,"2",Without median,Paved,{C2C77933-D71C-4423-AB8D-05D0E95D76C1},VerbindStr6,2614461.785163881257176,1178437.262499999953434,2615039.135433070827276,1177937.262499999953434,"117","131952"
"61875",1,Keine Gebühr,"2",Without median,Paved,{C2C77933-D71C-4423-AB8D-05D0E95D76C1},VerbindStr6,2614894.797865773551166,1178687.262499999953434,2615472.148134963121265,1178187.262499999953434,"195","132393"
"61875",1,Keine Gebühr,"2",Without median,Paved,{C2C77933-D71C-4423-AB8D-05D0E95D76C1},VerbindStr6,2614894.797865773551166,1178187.262499999953434,2615472.148134963121265,1177687.262499999953434,"490","132394"
"61876",1,Keine Gebühr,"2",Without median,Paved,{9F37E785-01F9-4C0A-9A50-D9CFCB892C3B},HauptStrAB6,2645205.686998229008168,1178687.262499999953434,2645783.037267418578267,1178187.262499999953434,"60","163333"
"61876",1,Keine Gebühr,"2",Without median,Paved,{9F37E785-01F9-4C0A-9A50-D9CFCB892C3B},HauptStrAB6,2645638.699700121302158,1178437.262499999953434,2646216.049969310872257,1177937.262499999953434,"105","163776"
"61877",1,Keine Gebühr,"2",Without median,Paved,{AD9440E5-6789-446B-B4A8-36BDAF377A8F},HauptStrAB6,2645638.699700121302158,1178937.262499999953434,2646216.049969310872257,1178437.262499999953434,"135","163775"
"61877",1,Keine Gebühr,"2",Without median,Paved,{AD9440E5-6789-446B-B4A8-36BDAF377A8F},HauptStrAB6,2645638.699700121302158,1178437.262499999953434,2646216.049969310872257,1177937.262499999953434,"87","163776"
"61877",1,Keine Gebühr,"2",Without median,Paved,{AD9440E5-6789-446B-B4A8-36BDAF377A8F},HauptStrAB6,2646071.712402013596147,1178687.262499999953434,2646649.062671203166246,1178187.262499999953434,"369","164217"
"61878",1,Keine Gebühr,"2",Without median,Paved,{E13DFDBB-9AE7-43D8-9D53-3F46244F87FA},HauptStrAB6,2640009.534575522411615,1176687.262499999953434,2640586.884844711981714,1176187.262499999953434,"507","158033"
"61878",1,Keine Gebühr,"2",Without median,Paved,{E13DFDBB-9AE7-43D8-9D53-3F46244F87FA},HauptStrAB6,2640442.547277414705604,1177437.262499999953434,2641019.897546603810042,1176937.262499999953434,"454","158474"
"61878",1,Keine Gebühr,"2",Without median,Paved,{E13DFDBB-9AE7-43D8-9D53-3F46244F87FA},HauptStrAB6,2640442.547277414705604,1176937.262499999953434,2641019.897546603810042,1176437.262499999953434,"431","158475"
"61878",1,Keine Gebühr,"2",Without median,Paved,{E13DFDBB-9AE7-43D8-9D53-3F46244F87FA},HauptStrAB6,2640875.559979306533933,1177687.262499999953434,2641452.910248496104032,1177187.262499999953434,"525","158915"
"61878",1,Keine Gebühr,"2",Without median,Paved,{E13DFDBB-9AE7-43D8-9D53-3F46244F87FA},HauptStrAB6,2641308.572681198827922,1177937.262499999953434,2641885.922950388398021,1177437.262499999953434,"509","159357"
"61878",1,Keine Gebühr,"2",Without median,Paved,{E13DFDBB-9AE7-43D8-9D53-3F46244F87FA},HauptStrAB6,2641741.585383091121912,1178187.262499999953434,2642318.935652280692011,1177687.262499999953434,"408","159798"
"61879",1,Keine Gebühr,"2",Without median,Paved,{2D7F8708-97D6-4795-BC86-D89B76334FAD},VerbindStr6,2613595.759760096669197,1180437.262499999953434,2614173.110029286704957,1179937.262499999953434,"17","131064"
"61879",1,Keine Gebühr,"2",Without median,Paved,{2D7F8708-97D6-4795-BC86-D89B76334FAD},VerbindStr6,2613595.759760096669197,1179937.262499999953434,2614173.110029286704957,1179437.262499999953434,"522","131065"
"61879",1,Keine Gebühr,"2",Without median,Paved,{2D7F8708-97D6-4795-BC86-D89B76334FAD},VerbindStr6,2614028.772461988963187,1179687.262499999953434,2614606.122731178533286,1179187.262499999953434,"10","131507"
"61882",1,Keine Gebühr,"2",Without median,Paved,{177E141B-44EC-4D1F-AE47-4452882F0319},HauptStrAB6,2612729.734356312546879,1178937.262499999953434,2613307.084625502116978,1178437.262499999953434,"426","130183"
"61882",1,Keine Gebühr,"2",Without median,Paved,{177E141B-44EC-4D1F-AE47-4452882F0319},HauptStrAB6,2612729.734356312546879,1178437.262499999953434,2613307.084625502116978,1177937.262499999953434,"276","130184"
"61883",1,Keine Gebühr,"2",Without median,Paved,{0428F319-88F7-45DF-86D0-32CAAD39EDD6},NebenStr3,2613595.759760096669197,1178937.262499999953434,2614173.110029286704957,1178437.262499999953434,"298","131067"
"61883",1,Keine Gebühr,"2",Without median,Paved,{0428F319-88F7-45DF-86D0-32CAAD39EDD6},NebenStr3,2613595.759760096669197,1178437.262499999953434,2614173.110029286704957,1177937.262499999953434,"19","131068"
"61884",1,Keine Gebühr,"2",Without median,Paved,{60793534-C800-4876-952B-95B60A3BC3A3},NebenStr3,2613595.759760096669197,1178437.262499999953434,2614173.110029286704957,1177937.262499999953434,"457","131068"
"61884",1,Keine Gebühr,"2",Without median,Paved,{60793534-C800-4876-952B-95B60A3BC3A3},NebenStr3,2614028.772461988963187,1178187.262499999953434,2614606.122731178533286,1177687.262499999953434,"42","131510"
"61885",1,Keine Gebühr,"2",Without median,Paved,{A5327E7B-3B0D-4C0D-B948-701758BB4ABB},NebenStr6,2614028.772461988963187,1178187.262499999953434,2614606.122731178533286,1177687.262499999953434,"402","131510"
"61886",1,Keine Gebühr,"2",Without median,Paved,{FF1BF983-25F7-4C90-828B-1731DE0D445D},NebenStr6,2614028.772461988963187,1178687.262499999953434,2614606.122731178533286,1178187.262499999953434,"217","131509"
"61887",1,Keine Gebühr,"2",Without median,Paved,{A2CB6856-37C2-4446-A00F-FD5FE4F458E6},NebenStr6,2614028.772461988963187,1178687.262499999953434,2614606.122731178533286,1178187.262499999953434,"256","131509"
"61888",1,Keine Gebühr,"2",Without median,Paved,{AFC4F78B-6036-4665-A490-EE285FC4832B},HauptStrAB6,2643906.648892552126199,1178937.262499999953434,2644483.999161741696298,1178437.262499999953434,"197","162007"
"61888",1,Keine Gebühr,"2",Without median,Paved,{AFC4F78B-6036-4665-A490-EE285FC4832B},HauptStrAB6,2644339.661594443954527,1178687.262499999953434,2644917.011863633990288,1178187.262499999953434,"370","162449"
"61889",1,Keine Gebühr,"2",Without median,Paved,{27201611-5829-4F75-B7C8-044C18263CDC},VerbindStr6,2611430.696250635664910,1179187.262499999953434,2612008.046519825235009,1178687.262499999953434,"95","128856"
"61890",2,Keine Gebühr,"2",Without median,Paved,{E730E4CD-4757-45D2-8399-FD8FBC23485D},VerbindStr6,2611430.696250635664910,1179187.262499999953434,2612008.046519825235009,1178687.262499999953434,"271","128856"
"61891",1,Keine Gebühr,"2",Without median,Paved,{682F8F46-DCF9-4BF2-B634-8D07E4191356},VerbindStr6,2611430.696250635664910,1179187.262499999953434,2612008.046519825235009,1178687.262499999953434,"10","128856"
"61891",1,Keine Gebühr,"2",Without median,Paved,{682F8F46-DCF9-4BF2-B634-8D07E4191356},VerbindStr6,2611863.708952527958900,1179437.262499999953434,2612441.059221717528999,1178937.262499999953434,"150","129298"
"61892",1,Keine Gebühr,"2",Without median,Paved,{DF711A2B-C6C9-43D8-9673-FD428DCAE21F},VerbindStr6,2611863.708952527958900,1179437.262499999953434,2612441.059221717528999,1178937.262499999953434,"50","129298"
"61892",1,Keine Gebühr,"2",Without median,Paved,{DF711A2B-C6C9-43D8-9673-FD428DCAE21F},VerbindStr6,2611863.708952527958900,1178937.262499999953434,2612441.059221717528999,1178437.262499999953434,"111","129299"
"61892",1,Keine Gebühr,"2",Without median,Paved,{DF711A2B-C6C9-43D8-9673-FD428DCAE21F},VerbindStr6,2612296.721654420252889,1179187.262499999953434,2612874.071923609822989,1178687.262499999953434,"524","129740"
"61892",1,Keine Gebühr,"2",Without median,Paved,{DF711A2B-C6C9-43D8-9673-FD428DCAE21F},VerbindStr6,2612729.734356312546879,1178937.262499999953434,2613307.084625502116978,1178437.262499999953434,"81","130183"
"61894",1,Keine Gebühr,"2",Without median,Paved,{B393BF22-F82B-43CE-9CFB-974EFFCC6D43},HauptStrAB6,2644772.674296336714178,1178437.262499999953434,2645350.024565526284277,1177937.262499999953434,"64","162892"
"61894",1,Keine Gebühr,"2",Without median,Paved,{B393BF22-F82B-43CE-9CFB-974EFFCC6D43},HauptStrAB6,2645205.686998229008168,1178687.262499999953434,2645783.037267418578267,1178187.262499999953434,"426","163333"
"61895",1,Keine Gebühr,"2",Without median,Paved,{3B8503D6-6CBE-4CD1-ACC8-0CC212DB33F5},VerbindStr6,2614028.772461988963187,1179187.262499999953434,2614606.122731178533286,1178687.262499999953434,"30","131508"
"61895",1,Keine Gebühr,"2",Without median,Paved,{3B8503D6-6CBE-4CD1-ACC8-0CC212DB33F5},VerbindStr6,2614461.785163881257176,1179437.262499999953434,2615039.135433070827276,1178937.262499999953434,"151","131950"
"61896",1,Keine Gebühr,"2",Without median,Paved,{ED3F6C6B-C83A-48F5-BBB1-4F781F904ACF},VerbindStr6,2614028.772461988963187,1179687.262499999953434,2614606.122731178533286,1179187.262499999953434,"76","131507"
"61896",1,Keine Gebühr,"2",Without median,Paved,{ED3F6C6B-C83A-48F5-BBB1-4F781F904ACF},VerbindStr6,2614028.772461988963187,1179187.262499999953434,2614606.122731178533286,1178687.262499999953434,"205","131508"
"61897",1,Keine Gebühr,"2",Without median,Paved,{E6C1A9C5-B00D-4BE5-B6EE-D0ED944EAD7E},VerbindStr6,2614028.772461988963187,1179187.262499999953434,2614606.122731178533286,1178687.262499999953434,"53","131508"
"61898",1,Keine Gebühr,"2",Without median,Paved,{FEC75612-8376-4EF1-B5CF-0B32B68A415C},VerbindStr6,2614028.772461988963187,1179187.262499999953434,2614606.122731178533286,1178687.262499999953434,"60","131508"
"61898",1,Keine Gebühr,"2",Without median,Paved,{FEC75612-8376-4EF1-B5CF-0B32B68A415C},VerbindStr6,2614461.785163881257176,1178937.262499999953434,2615039.135433070827276,1178437.262499999953434,"432","131951"
"63329",1,Keine Gebühr,"2",Without median,Paved,{B698AF1D-4FA0-4865-89D0-429294DE1059},VerbindStr6,2539983.600438419729471,1179937.262499999953434,2540560.950707609299570,1179437.262499999953434,"68","55925"
"63333",1,Keine Gebühr,"2",Without median,Paved,{D748F28A-EDFC-4E8A-BB60-A5E1DEAECE7C},HauptStrAB6,2538684.562332742847502,1178187.262499999953434,2539261.912601932417601,1177687.262499999953434,"316","54602"
"63333",1,Keine Gebühr,"2",Without median,Paved,{D748F28A-EDFC-4E8A-BB60-A5E1DEAECE7C},HauptStrAB6,2538684.562332742847502,1177687.262499999953434,2539261.912601932417601,1177187.262499999953434,"542","54603"
"63333",1,Keine Gebühr,"2",Without median,Paved,{D748F28A-EDFC-4E8A-BB60-A5E1DEAECE7C},HauptStrAB6,2538684.562332742847502,1177187.262499999953434,2539261.912601932417601,1176687.262499999953434,"488","54604"
"63334",1,Keine Gebühr,"2",Without median,Paved,{B45E0312-B8FB-4D09-88F0-3F22B01DCDF2},HauptStrAB6,2538684.562332742847502,1178687.262499999953434,2539261.912601932417601,1178187.262499999953434,"193","54601"
"63334",1,Keine Gebühr,"2",Without median,Paved,{B45E0312-B8FB-4D09-88F0-3F22B01DCDF2},HauptStrAB6,2538684.562332742847502,1178187.262499999953434,2539261.912601932417601,1177687.262499999953434,"190","54602"
"63337",1,Keine Gebühr,"2",Without median,Paved,{6A158350-EB5D-449B-98F5-A8D8D80D4B7A},HauptStrAB6,2538684.562332742847502,1179187.262499999953434,2539261.912601932417601,1178687.262499999953434,"244","54600"
"63337",1,Keine Gebühr,"2",Without median,Paved,{6A158350-EB5D-449B-98F5-A8D8D80D4B7A},HauptStrAB6,2538684.562332742847502,1178687.262499999953434,2539261.912601932417601,1178187.262499999953434,"178","54601"
"63337",1,Keine Gebühr,"2",Without median,Paved,{6A158350-EB5D-449B-98F5-A8D8D80D4B7A},HauptStrAB6,2539117.575034635141492,1179437.262499999953434,2539694.925303824711591,1178937.262499999953434,"58","55042"
"63337",1,Keine Gebühr,"2",Without median,Paved,{6A158350-EB5D-449B-98F5-A8D8D80D4B7A},HauptStrAB6,2539117.575034635141492,1178937.262499999953434,2539694.925303824711591,1178437.262499999953434,"93","55043"
"63338",1,Keine Gebühr,"2",Without median,Paved,{88BE50CE-A243-408B-B155-9F87E4A55A99},HauptStrAB6,2538684.562332742847502,1178687.262499999953434,2539261.912601932417601,1178187.262499999953434,"207","54601"
"63339",1,Keine Gebühr,"2",Without median,Paved,{B5E69751-46B6-4B31-9FD4-B637C09662C2},HauptStrAB6,2539117.575034635141492,1179437.262499999953434,2539694.925303824711591,1178937.262499999953434,"485","55042"
"63339",1,Keine Gebühr,"2",Without median,Paved,{B5E69751-46B6-4B31-9FD4-B637C09662C2},HauptStrAB6,2539550.587736527435482,1179687.262499999953434,2540127.938005717005581,1179187.262499999953434,"17","55483"
"63363",1,Keine Gebühr,"2",Without median,Paved,{9126A7C1-5E96-4CDE-9F0D-5B2303158C01},VerbindStr6,2659495.106160672381520,1259437.262499999953434,2660072.456429861951619,1258937.262499999953434,"75","177758"
"63363",1,Keine Gebühr,"2",Without median,Paved,{9126A7C1-5E96-4CDE-9F0D-5B2303158C01},VerbindStr6,2659495.106160672381520,1258937.262499999953434,2660072.456429861951619,1258437.262499999953434,"544","177759"
"63363",1,Keine Gebühr,"2",Without median,Paved,{9126A7C1-5E96-4CDE-9F0D-5B2303158C01},VerbindStr6,2659495.106160672381520,1258437.262499999953434,2660072.456429861951619,1257937.262499999953434,"349","177760"
"63363",1,Keine Gebühr,"2",Without median,Paved,{9126A7C1-5E96-4CDE-9F0D-5B2303158C01},VerbindStr6,2659928.118862564209849,1258187.262499999953434,2660505.469131753314286,1257687.262499999953434,"497","178202"
"63368",1,Keine Gebühr,"2",Without median,Paved,{9C5D7716-B461-43DA-A81E-ED383C45131E},HauptStrAB6,2658629.080756887793541,1270437.262499999953434,2659206.431026077363640,1269937.262499999953434,"413","176852"
"63368",1,Keine Gebühr,"2",Without median,Paved,{9C5D7716-B461-43DA-A81E-ED383C45131E},HauptStrAB6,2659062.093458780087531,1270187.262499999953434,2659639.443727969657630,1269687.262499999953434,"502","177294"
"63368",1,Keine Gebühr,"2",Without median,Paved,{9C5D7716-B461-43DA-A81E-ED383C45131E},HauptStrAB6,2659495.106160672381520,1269937.262499999953434,2660072.456429861951619,1269437.262499999953434,"501","177737"
"63368",1,Keine Gebühr,"2",Without median,Paved,{9C5D7716-B461-43DA-A81E-ED383C45131E},HauptStrAB6,2659928.118862564209849,1269687.262499999953434,2660505.469131753314286,1269187.262499999953434,"535","178179"
"63368",1,Keine Gebühr,"2",Without median,Paved,{9C5D7716-B461-43DA-A81E-ED383C45131E},HauptStrAB6,2660361.131564456969500,1269437.262499999953434,2660938.481833646073937,1268937.262499999953434,"367","178622"
"63385",1,Keine Gebühr,"2",Without median,Paved,{72CDBE93-AE95-497C-A449-64879CF1A5AD},NebenStr6,2559469.172023569699377,1206187.262499999953434,2560046.522292759269476,1205687.262499999953434,"68","75762"
"63385",1,Keine Gebühr,"2",Without median,Paved,{72CDBE93-AE95-497C-A449-64879CF1A5AD},NebenStr6,2559902.184725461527705,1205937.262499999953434,2560479.534994651563466,1205437.262499999953434,"549","76205"
"63385",1,Keine Gebühr,"2",Without median,Paved,{72CDBE93-AE95-497C-A449-64879CF1A5AD},NebenStr6,2560335.197427353821695,1205687.262499999953434,2560912.547696543391794,1205187.262499999953434,"184","76647"
"63386",1,Keine Gebühr,"2",Without median,Paved,{56016C2F-0F9C-42DC-8D72-34F40709F440},VerbindStr6,2559469.172023569699377,1191187.262499999953434,2560046.522292759269476,1190687.262499999953434,"7","75792"
"63386",1,Keine Gebühr,"2",Without median,Paved,{56016C2F-0F9C-42DC-8D72-34F40709F440},VerbindStr6,2559902.184725461527705,1190937.262499999953434,2560479.534994651563466,1190437.262499999953434,"490","76235"
"63387",2,Keine Gebühr,"2",Without median,Paved,{71054369-3EC6-4C4C-9B16-0EE13C3D88ED},HauptStrAB6,2559902.184725461527705,1204437.262499999953434,2560479.534994651563466,1203937.262499999953434,"256","76208"
"63388",1,Keine Gebühr,"2",Without median,Paved,{AE11D609-3ED5-443D-A1E0-F7A1A1D8435C},HauptStrAB6,2559902.184725461527705,1203937.262499999953434,2560479.534994651563466,1203437.262499999953434,"83","76209"
"63392",1,Keine Gebühr,"2",Without median,Paved,{DF57F268-2D50-4AA3-A4CC-2246AE5CD243},VerbindStr6,2539550.587736527435482,1180187.262499999953434,2540127.938005717005581,1179687.262499999953434,"155","55482"
"63392",1,Keine Gebühr,"2",Without median,Paved,{DF57F268-2D50-4AA3-A4CC-2246AE5CD243},VerbindStr6,2539983.600438419729471,1180437.262499999953434,2540560.950707609299570,1179937.262499999953434,"445","55924"
"63392",1,Keine Gebühr,"2",Without median,Paved,{DF57F268-2D50-4AA3-A4CC-2246AE5CD243},VerbindStr6,2539983.600438419729471,1179937.262499999953434,2540560.950707609299570,1179437.262499999953434,"463","55925"
"63400",1,Keine Gebühr,"2",Without median,Paved,{61368855-FA17-4D76-AFD7-F5980D7E7CBA},VerbindStr6,2614461.785163881257176,1180437.262499999953434,2615039.135433070827276,1179937.262499999953434,"155","131948"
"63400",1,Keine Gebühr,"2",Without median,Paved,{61368855-FA17-4D76-AFD7-F5980D7E7CBA},VerbindStr6,2614461.785163881257176,1179937.262499999953434,2615039.135433070827276,1179437.262499999953434,"512","131949"
"63400",1,Keine Gebühr,"2",Without median,Paved,{61368855-FA17-4D76-AFD7-F5980D7E7CBA},VerbindStr6,2614461.785163881257176,1179437.262499999953434,2615039.135433070827276,1178937.262499999953434,"80","131950"
"63403",1,Keine Gebühr,"2",Without median,Paved,{CDBE9DE9-ACF9-4BDF-9F16-A50E717B4F0A},VerbindStr6,2610564.670846851542592,1180187.262499999953434,2611142.021116041112691,1179687.262499999953434,"438","127970"
"63403",1,Keine Gebühr,"2",Without median,Paved,{CDBE9DE9-ACF9-4BDF-9F16-A50E717B4F0A},VerbindStr6,2610997.683548743836582,1179937.262499999953434,2611575.033817933406681,1179437.262499999953434,"507","128413"
"63403",1,Keine Gebühr,"2",Without median,Paved,{CDBE9DE9-ACF9-4BDF-9F16-A50E717B4F0A},VerbindStr6,2611430.696250635664910,1179687.262499999953434,2612008.046519825235009,1179187.262499999953434,"416","128855"
"63403",1,Keine Gebühr,"2",Without median,Paved,{CDBE9DE9-ACF9-4BDF-9F16-A50E717B4F0A},VerbindStr6,2611430.696250635664910,1179187.262499999953434,2612008.046519825235009,1178687.262499999953434,"188","128856"
"63404",1,Keine Gebühr,"2",Without median,Paved,{1E1FA40E-91C3-4741-A42B-4484501ADF8C},HauptStrAB6,2539550.587736527435482,1180187.262499999953434,2540127.938005717005581,1179687.262499999953434,"445","55482"
"63404",1,Keine Gebühr,"2",Without median,Paved,{1E1FA40E-91C3-4741-A42B-4484501ADF8C},HauptStrAB6,2539550.587736527435482,1179687.262499999953434,2540127.938005717005581,1179187.262499999953434,"358","55483"
"63405",1,Keine Gebühr,"2",Without median,Paved,{45C594BD-8F5D-468D-8C8F-CD4CD7E48335},VerbindStr6,2538684.562332742847502,1180687.262499999953434,2539261.912601932417601,1180187.262499999953434,"320","54597"
"63405",1,Keine Gebühr,"2",Without median,Paved,{45C594BD-8F5D-468D-8C8F-CD4CD7E48335},VerbindStr6,2539117.575034635141492,1180437.262499999953434,2539694.925303824711591,1179937.262499999953434,"362","55040"
"63405",1,Keine Gebühr,"2",Without median,Paved,{45C594BD-8F5D-468D-8C8F-CD4CD7E48335},VerbindStr6,2539117.575034635141492,1179937.262499999953434,2539694.925303824711591,1179437.262499999953434,"157","55041"
"63431",1,Vignette,"4",With median,Paved,{7C482425-533B-44FB-A038-5C70A2C0841A},Autobahn,2553406.994197078514844,1199187.262499999953434,2553984.344466267619282,1198687.262499999953434,"99","69588"
"63431",1,Vignette,"4",With median,Paved,{7C482425-533B-44FB-A038-5C70A2C0841A},Autobahn,2553840.006898971274495,1199437.262499999953434,2554417.357168160378933,1198937.262499999953434,"316","70030"
"63432",1,Keine Gebühr,"2",Without median,Paved,{3885CC27-71ED-4C0F-A7F7-37E02CC1F4C8},HauptStrAB6,2553406.994197078514844,1199687.262499999953434,2553984.344466267619282,1199187.262499999953434,"9","69587"
"63432",1,Keine Gebühr,"2",Without median,Paved,{3885CC27-71ED-4C0F-A7F7-37E02CC1F4C8},HauptStrAB6,2553406.994197078514844,1199187.262499999953434,2553984.344466267619282,1198687.262499999953434,"144","69588"
"63746",1,Vignette,"2",Without median,Paved,{15D31C24-31C7-429D-92CF-7DCB5EECB1C3},Autostr,2624421.077307402621955,1167187.262499999953434,2624998.427576592192054,1166687.262499999953434,"70","142140"
"63818",-1,Keine Gebühr,"3",Without median,Paved,{CF8EA056-A3B5-4B67-841E-656F1F14456C},HauptStrAB6,2645638.699700121302158,1249937.262499999953434,2646216.049969310872257,1249437.262499999953434,"69","163633"
"63818",-1,Keine Gebühr,"3",Without median,Paved,{CF8EA056-A3B5-4B67-841E-656F1F14456C},HauptStrAB6,2646071.712402013596147,1249687.262499999953434,2646649.062671203166246,1249187.262499999953434,"252","164075"
"63821",1,Keine Gebühr,"2",Without median,Paved,{A1A0ED90-E975-4653-B55B-4EE5A40ADE20},HauptStrAB6,2646937.737805797718465,1251687.262499999953434,2647515.088074987754226,1251187.262499999953434,"152","164955"
"63821",1,Keine Gebühr,"2",Without median,Paved,{A1A0ED90-E975-4653-B55B-4EE5A40ADE20},HauptStrAB6,2647370.750507690012455,1251437.262499999953434,2647948.100776879582554,1250937.262499999953434,"16","165398"
"63824",1,Keine Gebühr,"2",Without median,Paved,{1EBF2C38-A0E0-499B-9E97-A2B868A7B6E2},HauptStrAB6,2646937.737805797718465,1250687.262499999953434,2647515.088074987754226,1250187.262499999953434,"378","164957"
"63824",1,Keine Gebühr,"2",Without median,Paved,{1EBF2C38-A0E0-499B-9E97-A2B868A7B6E2},HauptStrAB6,2647370.750507690012455,1251437.262499999953434,2647948.100776879582554,1250937.262499999953434,"415","165398"
"63824",1,Keine Gebühr,"2",Without median,Paved,{1EBF2C38-A0E0-499B-9E97-A2B868A7B6E2},HauptStrAB6,2647370.750507690012455,1250937.262499999953434,2647948.100776879582554,1250437.262499999953434,"371","165399"
"63824",1,Keine Gebühr,"2",Without median,Paved,{1EBF2C38-A0E0-499B-9E97-A2B868A7B6E2},HauptStrAB6,2647370.750507690012455,1250437.262499999953434,2647948.100776879582554,1249937.262499999953434,"45","165400"
"63825",1,Keine Gebühr,"2",Without median,Paved,{A100DDAE-BA02-4C36-ABE7-50FFB9379BBD},HauptStrAB6,2647370.750507690012455,1250437.262499999953434,2647948.100776879582554,1249937.262499999953434,"107","165400"
"63826",1,Keine Gebühr,"2",Without median,Paved,{5B08EDE9-671D-4087-9D2E-215B501143CF},NebenStr3,2645638.699700121302158,1252437.262499999953434,2646216.049969310872257,1251937.262499999953434,"348","163628"
"63826",1,Keine Gebühr,"2",Without median,Paved,{5B08EDE9-671D-4087-9D2E-215B501143CF},NebenStr3,2646071.712402013596147,1252687.262499999953434,2646649.062671203166246,1252187.262499999953434,"546","164069"
"63826",1,Keine Gebühr,"2",Without median,Paved,{5B08EDE9-671D-4087-9D2E-215B501143CF},NebenStr3,2646504.725103905424476,1252937.262499999953434,2647082.075373094994575,1252437.262499999953434,"16","164511"
"63827",1,Keine Gebühr,"2",Without median,Paved,{B24ED6AA-7719-4CFC-AE19-D4A86918697E},HauptStrAB6,2645638.699700121302158,1249937.262499999953434,2646216.049969310872257,1249437.262499999953434,"115","163633"
"63829",1,Keine Gebühr,"2",Without median,Paved,{80F1F658-CCB3-4D5E-83BA-EBBD908BEF6C},HauptStrAB6,2645638.699700121302158,1249937.262499999953434,2646216.049969310872257,1249437.262499999953434,"164","163633"
"63831",1,Keine Gebühr,"2",Without median,Paved,{92CA3FE7-DC02-4C5B-8045-CC4A4812140A},HauptStrAB6,2646504.725103905424476,1252937.262499999953434,2647082.075373094994575,1252437.262499999953434,"242","164511"
